"","fao_id","Area","subregion","1989","1992","1995","1998","2001","2004","2007","2010","2013"
"1",1,"Armenia","Western Asia",0.773490493562749,0.757981359261919,0.677492029555907,0.663094040041753,0.674062213964928,0.668861624033675,0.710451165204186,0.73611771933859,0.760718149564146
"2",2,"Afghanistan","Southern Asia",0.608588667591987,0.650200143724843,0.634107133711419,0.601375492023038,0.631558000730236,0.58904732830093,0.528439834751864,0.545423502552877,0.528011873986869
"3",3,"Albania","Southern Europe",0.607039678696565,0.638121117719523,0.619931591160842,0.634445795105067,0.656905002921028,0.671599964652017,0.695003935780476,0.714649807385488,0.747672663567048
"4",4,"Algeria","Northern Africa",0.786154724547446,0.721635571323855,0.805874812354465,0.715842391624493,0.783893039527874,0.733754862095578,0.740179242413836,0.770774632555465,0.756663963417404
"5",7,"Angola","Middle Africa",0.842270494720743,0.842955072321202,0.821219891424789,0.799930741286026,0.799641832848783,0.780251726556023,0.777092489138486,0.771087447010963,0.771947265498756
"6",8,"Antigua and Barbuda","Caribbean",0.439216939185082,0.441980647701175,0.439754659238809,0.430916185330886,0.495320469512714,0.457454873312182,0.466090695806992,0.468099324601876,0.470940315394193
"7",9,"Argentina","South America",0.700036417799412,0.709256409264921,0.702215557833335,0.66393169606516,0.658270299873816,0.63469104554005,0.642258905098678,0.668329718354167,0.658458408883841
"8",10,"Australia","Australia and New Zealand",0.600905508604991,0.620197285153772,0.610847805199774,0.531465993752282,0.530239401453812,0.530431988369812,0.5789911980804,0.5373855143656,0.533896134046473
"9",11,"Austria","Western Europe",0.758759175265629,0.782080070238155,0.801003245152383,0.77758852378221,0.771125387714196,0.776194739560199,0.787179710196131,0.766889915034784,0.795412555067895
"10",12,"Bahamas","Caribbean",0.63681734134488,0.622820472740655,0.582671708412518,0.523436917951367,0.560937767756377,0.55440458989824,0.58346524857494,0.631140764437205,0.664770505140178
"11",14,"Barbados","Caribbean",0.653830401098386,0.659590783686672,0.655434966136764,0.634554089663256,0.587711252142297,0.560848523348701,0.511267894333937,0.524764648969294,0.513850468589072
"12",16,"Bangladesh","Southern Asia",0.447479190375007,0.429566736745683,0.494398604814048,0.485813620693374,0.431188345302384,0.440840002612349,0.465605264544912,0.460119374625541,0.477967410789999
"13",17,"Bermuda","Northern America",0.318668104159165,0.308171146605348,0.304832334619883,0.302537139415355,0.311996868520567,0.303521606426048,0.319820205364443,0.309339427635688,0.307565833594102
"14",19,"Bolivia (Plurinational State of)","South America",0.922030263826094,0.940596564180906,0.922666425642226,0.93698399501158,0.912268931640653,0.926420275731639,0.900030694754559,0.86438089101072,0.615760785638419
"15",20,"Botswana","Southern Africa",0.703681746175225,0.719979100792129,0.72792758105876,0.750587361584744,0.730443776177427,0.716247923932373,0.735036299252179,0.734125845992758,0.729936178273408
"16",21,"Brazil","South America",0.671595544744556,0.686917953511627,0.637859596382639,0.632735983073366,0.615712578550615,0.579791699374033,0.567786021011401,0.558433544403502,0.533069887209014
"17",23,"Belize","Central America",0.73366072896505,0.724473373009325,0.787396387097902,0.808521555606276,0.858664116758963,0.780345063195426,0.523608786590994,0.37886780254151,0.553091896039073
"18",25,"Solomon Islands","Melanesia",0.572615352901434,0.592216535358442,0.58974908147389,0.56663159269704,0.631071224085792,0.663815928472184,0.637243647777871,0.650771292258221,0.656389763243801
"19",26,"Brunei Darussalam","South-Eastern Asia",0.616909741481938,0.553113276334203,0.555339801802276,0.517263651165248,0.483856109910578,0.454958855674333,0.43488169877444,0.370908683001613,0.370379092415938
"20",27,"Bulgaria","Eastern Europe",0.703609889472617,0.68829414150157,0.672307950866759,0.694250329352008,0.677628725629223,0.625383044495384,0.595079757901327,0.549655600245869,0.525542321446325
"21",28,"Myanmar","South-Eastern Asia",0.572480719858477,0.540323854613502,0.529829901008348,0.589903231819224,0.596240317007735,0.654466536582085,0.669593004132181,0.711206847125725,0.743586803961236
"22",32,"Cameroon","Middle Africa",1,0.98864877562333,0.979100220556677,0.962764402772016,0.978467710323936,0.959436395719235,0.935066507229166,0.920695058377932,0.922575869211006
"23",33,"Canada","Northern America",0.74567933974635,0.704425283090723,0.74690542022377,0.767171338999831,0.783107142385755,0.791405735885846,0.724563825534408,0.683595104793818,0.647983809658042
"24",35,"Cabo Verde","Western Africa",0.544607061378663,0.675477264687743,0.765401461360427,0.793339241614962,0.666203277214731,0.733173162658326,0.683136954887513,0.689170623309477,0.706643831181484
"25",37,"Central African Republic","Middle Africa",0.921015436825685,0.920457919300886,0.918387709348574,0.915612484223146,0.908179497229123,0.903918390870153,0.899311099447331,0.901933336445208,0.908921815899263
"26",38,"Sri Lanka","Southern Asia",0.717540556308431,0.703609460455523,0.696433757486754,0.717682311726993,0.676250995331327,0.67135130443908,0.655118297544359,0.653408286324067,0.679525267780142
"27",39,"Chad","Middle Africa",0.84719111188022,0.831369842667136,0.806821931704138,0.79614658580672,0.800294621185198,0.794897463218483,0.802181829654386,0.798811115723652,0.802266497119572
"28",40,"Chile","South America",0.648919562936342,0.633925784074836,0.570942226967179,0.70120852167545,0.72067989199103,0.638788930317165,0.646588395634101,0.761919791528346,0.851089203521844
"29",41,"China, mainland","Eastern Asia",0.79453648258058,0.797593500299123,0.842247223865719,0.852520644289703,0.880393325527633,0.904698904863755,0.894411991504508,0.893229386138021,0.893336776080144
"30",44,"Colombia","South America",0.909298832833192,0.907059891183454,0.902405001948096,0.889884007646167,0.882162495390985,0.876620458287866,0.882380078501117,0.881929076110746,0.876216390879313
