"","Area.Code","Year","meanTDkg"
"367",58,2007,-2.59040089634697
"368",58,2010,-2.25708546709047
"369",58,2013,-2.53890781058552
"370",59,1989,-0.0176730849286092
"371",59,1992,-0.0249417883184725
"372",59,1995,-0.0217788937180841
"373",59,1998,-0.0184261294540599
"374",59,2001,-0.0174463364040471
"375",59,2004,-0.0366526956486992
"376",59,2007,-0.0380001903667554
"377",59,2010,-0.0492412874885108
"378",59,2013,-0.0743605233313139
"379",60,1989,0.358155192865539
"380",60,1992,0.341646076146076
"381",60,1995,0.260814487121974
"382",60,1998,0.37245582986932
"383",60,2001,0.50605272339668
"384",60,2004,0.615644210865793
"385",60,2007,0.553768172667674
"386",60,2010,0.503145650645651
"387",60,2013,0.530764849668786
"388",63,1989,0.0562024591816401
"389",63,1992,0.065548168098602
"390",63,1995,0.304769093907545
"391",63,1998,0.561246360223637
"392",63,2001,0.625189098388428
"393",63,2004,0.677133528628466
"394",63,2007,0.689332240902503
"395",63,2010,0.692733918590482
"396",63,2013,0.669153873095429
"397",66,1989,0.16607341490545
"398",66,1992,0.26405245491267
"399",66,1995,0.261622289630379
"400",66,1998,0.292809298660362
"401",66,2001,0.286686008398725
"402",66,2004,0.360207370043436
"403",66,2007,0.425310640653106
"404",66,2010,0.462811343246126
"405",66,2013,0.49536231884058
"406",67,1989,0.730362770108798
"407",67,1992,0.719915386104893
"408",67,1995,0.676603276013047
"409",67,1998,0.684571190461301
"410",67,2001,0.721711570028052
"411",67,2004,0.743232420967156
"412",67,2007,0.74587040180058
"413",67,2010,0.749058498035654
"414",67,2013,0.759785173199807
"415",68,1989,0.265987610712387
"416",68,1992,0.299331993811448
"417",68,1995,0.329758201601662
"418",68,1998,0.32553557073919
"419",68,2001,0.361205686464971
"420",68,2004,0.417139283642624
"421",68,2007,0.511389500689321
"422",68,2010,0.54218965279899
"423",68,2013,0.568199402485472
"424",70,1989,0.637435897435897
"425",70,1992,0.575992402659069
"426",70,1995,0.602733686067019
"427",70,1998,0.561446208112875
"428",70,2001,0.533780920599608
"429",70,2004,0.469055474095797
"430",70,2007,0.486521181001284
"431",70,2010,0.526350483988481
"432",70,2013,0.543877885983149
"433",72,1989,0.439739204445087
"434",72,1992,0.376191477432016
"435",72,1995,0.163444081336238
"436",72,1998,0.123117623117623
"437",72,2001,0.153405017921147
"438",72,2004,0.342784552845528
"439",72,2007,0.583916100249924
"440",72,2010,0.510594334023715
"441",72,2013,0.577476519581783
"442",73,1989,0.0562024591816401
"443",73,1992,0.023261787229544
"444",73,1995,-0.0326828345709865
"445",73,1998,0.023744713745735
"446",73,2001,-0.0112236097901575
"447",73,2004,0.0216021167988338
"448",73,2007,0.0612990071208839
"449",73,2010,0.094740672309526
"450",73,2013,0.158408915418261
"451",74,1989,0.0512147521828575
"452",74,1992,0.0693914173186593
"453",74,1995,0.0817465305837399
"454",74,1998,0.100237477446677
"455",74,2001,0.123719951672708
"456",74,2004,0.0941224560044748
"457",74,2007,0.140674904191092
"458",74,2010,0.135893637533909
"459",74,2013,0.152787396139989
"460",75,1989,0.504884004884005
"461",75,1992,0.716224747474747
"462",75,1995,0.66496889555184
"463",75,1998,0.559330759330759
"464",75,2001,0.707744054657732
"465",75,2004,0.691584441584442
"466",75,2007,0.734592777646079
"467",75,2010,0.751107557450841
"468",75,2013,0.67984066012235
"469",79,1989,0.620310623615508
"470",79,1992,0.763820618313842
"471",79,1995,0.773430217499405
"472",79,1998,0.758494476325069
"473",79,2001,0.679051478394383
"474",79,2004,0.726097708188848
"475",79,2007,0.728705418166692
"476",79,2010,0.734749953978214
"477",79,2013,0.749312454660566
"478",80,1989,-0.069274228449884
"479",80,1992,0.0642956983498535
"480",80,1995,0.0571374151066144
"481",80,1998,0.078113027245692
"482",80,2001,0.117134222830892
"483",80,2004,0.165247678787809
"484",80,2007,0.216042446540335
"485",80,2010,0.18206048939224
"486",80,2013,0.165697267537859
"487",81,1989,-0.0029438227223167
"488",81,1992,-3.14893521530376e-06
"489",81,1995,-0.000656706536110945
"490",81,1998,-0.00918649413441743
"491",81,2001,0.00737373376830014
"492",81,2004,0.0234799773421998
"493",81,2007,0.0446879909921447
"494",81,2010,0.0612415733601128
"495",81,2013,0.104615989271719
"496",83,1989,0
"497",83,1992,0
"498",83,1995,0.0333333333333333
"499",83,1998,0
"500",83,2001,0.0909090909090909
"501",83,2004,0
"502",83,2007,0.13966588966589
"503",83,2010,0.0512820512820513
"504",83,2013,0.0957264957264957
"505",84,1989,-0.405573622202395
"506",84,1992,-0.435188790339637
"507",84,1995,-0.452012915025546
"508",84,1998,-0.419864719209483
"509",84,2001,-0.341655467754082
"510",84,2004,-0.179030181841928
"511",84,2007,-0.243869428517787
"512",84,2010,-0.29684359130983
"513",84,2013,-0.427814204440631
"514",86,1989,-0.491285403050109
"515",86,1992,-0.377995642701525
"516",86,1995,-0.126705653021443
"517",86,1998,0.259808612440191
"518",86,2001,0.277385620915033
"519",86,2004,0.207575757575758
"520",86,2007,0.266290726817043
"521",86,2010,0.264619883040936
"522",86,2013,0.225730994152047
"523",89,1989,-0.61647367787342
"524",89,1992,-0.53049469909935
"525",89,1995,-0.675401847558929
"526",89,1998,-0.874589034583612
"527",89,2001,-1.11240160408861
"528",89,2004,-1.02624595203484
"529",89,2007,-1.05033956599285
"530",89,2010,-1.17050268486227
"531",89,2013,-1.48021611750573
"532",90,1989,0.0141272288977677
"533",90,1992,0.0151753847692557
"534",90,1995,0.0205995577439276
"535",90,1998,0.0121274375968109
"536",90,2001,0.0227659960806899
"537",90,2004,0.0250679459529989
"538",90,2007,0.0365082256606232
"539",90,2010,0.0324274412536429
"540",90,2013,0.0523670975532139
"541",91,1989,-0.0171748044490473
"542",91,1992,-0.0114942528735632
"543",91,1995,-0.00505050505050505
"544",91,1998,0.0897727272727273
"545",91,2001,0.161757624398074
"546",91,2004,0.138766568639986
"547",91,2007,0.273050689684353
"548",91,2010,0.0931147333586358
"549",91,2013,0.163887038622979
"550",93,1989,0.000313019530706605
"551",93,1992,-0.00842861575599863
"552",93,1995,-0.0106252671539833
"553",93,1998,0.0211621866469227
"554",93,2001,0.0237487116411819
"555",93,2004,0.0243039539851445
"556",93,2007,0.0348226420256157
"557",93,2010,0.0562932609164126
"558",93,2013,0.0688929212855233
"559",95,1989,-1.92917682435186
"560",95,1992,-1.72356941848534
"561",95,1995,-1.17900259838603
"562",95,1998,-1.08083356160034
"563",95,2001,-0.846749987600855
"564",95,2004,-1.14870113143632
"565",95,2007,-1.29433850750303
"566",95,2010,-0.957102753894063
"567",95,2013,-0.878844900958393
"568",97,1989,-0.884584001003051
"569",97,1992,-0.580002956408538
"570",97,1995,-0.424655119530381
"571",97,1998,-0.437005510231797
"572",97,2001,-0.355307668074966
"573",97,2004,-0.32478973982075
"574",97,2007,-0.14462375114108
"575",97,2010,-0.295694619023342
"576",97,2013,-0.379969801522849
"577",98,1989,-0.069274228449884
"578",98,1992,0.146304843848411
"579",98,1995,0.332381000469554
"580",98,1998,0.301298294314659
"581",98,2001,0.306543510059434
"582",98,2004,0.399322941542559
"583",98,2007,0.394766642748512
"584",98,2010,0.367581951222835
"585",98,2013,0.397197255542769
"586",99,1989,0.933323620823621
"587",99,1992,0.966258806080831
"588",99,1995,0.931372549019608
"589",99,1998,0.916623766623767
"590",99,2001,0.935059871901977
"591",99,2004,0.923586987986684
"592",99,2007,0.950553177245741
"593",99,2010,0.941485185007131
"594",99,2013,0.924232274811078
"595",100,1989,-0.00361568533617506
"596",100,1992,-0.00504745494494551
"597",100,1995,-0.00579482519203558
"598",100,1998,-0.00543088226404074
"599",100,2001,-0.00506769964689188
"600",100,2004,-0.0112900965040759
"601",100,2007,-0.0164201699127872
"602",100,2010,-0.0190151296904536
"603",100,2013,-0.0160077680482158
"604",101,1989,-0.00731496988677977
"605",101,1992,-0.0139640037917345
"606",101,1995,-0.0137543202358007
"607",101,1998,-0.000668990326983465
"608",101,2001,0.00964717581851418
"609",101,2004,0.0116035366863053
"610",101,2007,0.0223743309214788
"611",101,2010,0.031472208564231
"612",101,2013,0.04163339065701
"613",102,1989,-0.0270643642059809
"614",102,1992,-0.0359622788431775
"615",102,1995,-0.0540497138729108
"616",102,1998,-0.0501581072712088
"617",102,2001,-0.0613866655460961
"618",102,2004,-0.0504294805493164
"619",102,2007,-0.0568461859695487
"620",102,2010,-0.0419416586856408
"621",102,2013,-0.0427074526622816
"622",103,1989,0.00861826658838802
"623",103,1992,0.0226718143279571
"624",103,1995,0.0113253024836036
"625",103,1998,-0.0143193558889656
"626",103,2001,0.00666548421163241
"627",103,2004,0.0630205696852812
"628",103,2007,0.145141072363386
"629",103,2010,0.209632488583088
"630",103,2013,0.154666955710256
"631",104,1989,0.673341504003525
"632",104,1992,0.622038310108597
"633",104,1995,0.624521348042022
"634",104,1998,0.675272222448454
"635",104,2001,0.766771384355036
"636",104,2004,0.764667689572763
"637",104,2007,0.842882392351766
"638",104,2010,0.910366355251086
"639",104,2013,0.891289780393994
"640",105,1989,-0.88669242640909
"641",105,1992,-0.720309381447525
"642",105,1995,-0.456939976732433
"643",105,1998,-0.355480118363068
"644",105,2001,-0.204439020965014
"645",105,2004,-0.144488649383695
"646",105,2007,-0.214607772140001
"647",105,2010,-0.258948006234864
"648",105,2013,-0.324909921294664
"649",106,1989,-0.224858643035514
"650",106,1992,-0.209194613753004
"651",106,1995,-0.277686760514771
"652",106,1998,-0.273968074757367
"653",106,2001,-0.290231237141478
"654",106,2004,-0.2355444218129
"655",106,2007,-0.253568692108869
"656",106,2010,-0.26755767703983
"657",106,2013,-0.343611302723084
"658",107,1989,-0.122743353315891
"659",107,1992,-0.110943690001734
"660",107,1995,-0.140905208676574
"661",107,1998,-0.15201168416729
"662",107,2001,-0.241129875460391
"663",107,2004,-0.163460005412451
"664",107,2007,-0.132337596412847
"665",107,2010,-0.0810682412264746
"666",107,2013,-0.0654718201104715
"667",108,1989,0.0562024591816401
"668",108,1992,0.0498103855876566
"669",108,1995,0.021866629023777
"670",108,1998,-0.0720286603106553
"671",108,2001,-0.0546942527302125
"672",108,2004,-0.0162122359950468
"673",108,2007,0.0245416758978112
"674",108,2010,0.125771490667291
"675",108,2013,0.343900082188319
"676",109,1989,-0.131904494153119
"677",109,1992,-0.285149776788376
"678",109,1995,-0.213554042031486
"679",109,1998,-0.122691663046609
"680",109,2001,0.00876309427880741
"681",109,2004,0.0131960148361119
"682",109,2007,0.0851111838566816
"683",109,2010,0.0693814680519438
"684",109,2013,0.0591366066869778
"685",110,1989,0.15507937266405
"686",110,1992,0.18715695641252
"687",110,1995,0.251337867046338
"688",110,1998,0.272477986077416
"689",110,2001,0.312909726047113
"690",110,2004,0.353010883789877
"691",110,2007,0.373599355650841
"692",110,2010,0.348953488179134
"693",110,2013,0.380685015089506
"694",112,1989,-0.485244603854579
"695",112,1992,-0.518543110322092
"696",112,1995,-0.380797033870589
"697",112,1998,-0.50122899178516
"698",112,2001,-0.47394545409351
"699",112,2004,-0.375240721860595
"700",112,2007,-0.541560870023711
"701",112,2010,-0.596046182054386
"702",112,2013,-0.455707897691062
"703",113,1989,0.0562024591816401
"704",113,1992,0.027781736459085
"705",113,1995,-0.20093517716177
"706",113,1998,-0.402133204187999
"707",113,2001,-0.116250699731942
"708",113,2004,-0.0337044160340524
"709",113,2007,-0.00318817475573583
"710",113,2010,-0.114398225526514
"711",113,2013,-0.158390366000513
"712",114,1989,-0.080476175455848
"713",114,1992,-0.0783985255758638
"714",114,1995,-0.0660648447866299
"715",114,1998,-0.0684764800373149
"716",114,2001,-0.0520331147093032
"717",114,2004,-0.0569799235141258
"718",114,2007,-0.0562680862857514
"719",114,2010,-0.0460815466693915
"720",114,2013,-0.0245580063514598
"721",115,1989,0
"722",115,1992,0
"723",115,1995,0.00199052022041655
"724",115,1998,0.0155001009293572
"725",115,2001,0.0138779586280519
"726",115,2004,0.0145907819989433
"727",115,2007,0.0714959613491019
"728",115,2010,0.0613948144530888
"729",115,2013,0.04678102832297
"730",116,1989,-0.000964031513024152
"731",116,1992,0.000655981222719674
"732",116,1995,0.000693282149712092
"733",116,1998,0.000229681043049319
"734",116,2001,0.000795018039384014
"735",116,2004,0.00322301559357152
"736",116,2007,0.00322578213175868
"737",116,2010,0.00143984364641669
"738",116,2013,0.00229306133314177
"739",117,1989,0.0134824950514278
"740",117,1992,0.0636499943707018
"741",117,1995,0.0789782724889804
"742",117,1998,0.0715471919278725
"743",117,2001,0.0801981653875596
"744",117,2004,0.0987370787635847
"745",117,2007,0.140021004409148
"746",117,2010,0.141756615266424
"747",117,2013,0.181802635285348
"748",118,1989,0.836229635095365
"749",118,1992,0.813163528743512
"750",118,1995,0.865595990114741
"751",118,1998,0.831443582631527
"752",118,2001,0.780805369704868
"753",118,2004,0.598056472979349
"754",118,2007,0.72906501013029
"755",118,2010,0.562927452398228
"756",118,2013,0.651472857980786
"757",119,1989,0.0562024591816401
"758",119,1992,0.0602012719066354
"759",119,1995,0.208580931887543
"760",119,1998,0.267486168437449
"761",119,2001,0.488295329358385
"762",119,2004,0.459589100233656
"763",119,2007,0.52905179193772
"764",119,2010,0.567746577414719
"765",119,2013,0.566499327610439
"766",120,1989,0
"767",120,1992,0.00335218939870103
"768",120,1995,0.00678041389044565
"769",120,1998,0.00509720463375968
"770",120,2001,0.00209277239507676
"771",120,2004,0.0121123742831047
"772",120,2007,0.0351607265406444
"773",120,2010,0.00343127961184989
"774",120,2013,0.00229111918037317
"775",121,1989,-0.0803942147843003
"776",121,1992,-0.0321449792038027
"777",121,1995,-0.00558026222179385
"778",121,1998,-0.046638616997189
"779",121,2001,-0.0643958171251494
"780",121,2004,-0.0965115712776633
"781",121,2007,-0.14479516369407
"782",121,2010,-0.22376802091913
"783",121,2013,-0.128556516727693
"784",122,1989,0.456357442658812
"785",122,1992,0.542965367965368
"786",122,1995,0.558923149284595
"787",122,1998,0.585778548936444
"788",122,2001,0.618207230500556
"789",122,2004,0.545321637426901
"790",122,2007,0.497943037974683
"791",122,2010,0.511657932710564
"792",122,2013,0.521488013911315
"793",123,1989,0.046173116192566
"794",123,1992,0.0230266187712996
"795",123,1995,0.0181992117495702
"796",123,1998,0.0154433782969453
"797",123,2001,0.0178297082041108
"798",123,2004,0.0194248751358867
"799",123,2007,0.0426867220515448
"800",123,2010,0.0439533140765776
"801",123,2013,0.0553501928824335
"802",126,1989,0.0562024591816401
"803",126,1992,0.0415830264864016
"804",126,1995,-0.00244141044474799
"805",126,1998,0.204666734919963
"806",126,2001,0.328900926946509
"807",126,2004,0.400960956919461
"808",126,2007,0.473148367604937
"809",126,2010,0.428919736117572
"810",126,2013,0.421854601374822
"811",129,1989,-0.00210205217270847
"812",129,1992,-0.00784074343769048
"813",129,1995,-0.01540083172883
"814",129,1998,-0.0152698296099148
"815",129,2001,-0.0208664322316345
"816",129,2004,-0.0160015500706085
"817",129,2007,-0.0245110346746687
"818",129,2010,-0.0171602996041277
"819",129,2013,-0.00903569460248547
"820",130,1989,-0.001616497864266
"821",130,1992,0.00356711915535445
"822",130,1995,0.000973972384432378
"823",130,1998,0.000957206742913372
"824",130,2001,0.0010756743590348
"825",130,2004,0.00224170845116165
"826",130,2007,0.00279458695004894
"827",130,2010,0.00557857076491597
"828",130,2013,0.00346709002126835
"829",131,1989,0.0875802231382833
"830",131,1992,0.0823323419679273
"831",131,1995,0.109059225304679
"832",131,1998,0.206746804016802
"833",131,2001,0.266550692115411
"834",131,2004,0.259803738004168
"835",131,2007,0.356289952757396
