"","fao_id","Area","subregion","1989","1992","1995","1998","2001","2004","2007","2010","2013"
"1",2,"Afghanistan","Southern Asia",NA,NA,NA,NA,NA,NA,NA,0.467287142471773,0.452384723618874
"2",3,"Albania","Southern Europe",NA,NA,NA,0.72595841858024,0.800889145779716,0.847849212941709,0.773685415528105,0.830155518591931,0.765841908885142
"3",4,"Algeria","Northern Africa",0.629520946138861,0.566468504310404,0.509105189600892,0.742673436343995,0.722455168072547,0.797204485753527,0.718450437138727,0.676731313351826,0.614908260697545
"4",8,"Antigua and Barbuda","Caribbean",NA,NA,NA,NA,NA,NA,0.646389668717611,NA,0.72898729811791
"5",9,"Argentina","South America",0.546161589209245,0.700123789297438,0.582201403872766,0.665055240116807,0.665492039422512,0.609226970250044,0.664336491537686,0.658809472198879,0.695396869691084
"6",1,"Armenia","Western Asia",0.625955064191626,NA,NA,NA,0.775630683369268,0.64270547742299,0.629374867319821,0.472269015632262,0.472429620719257
"7",10,"Australia","Australia and New Zealand",0.842378772351175,0.873821747399865,0.840418437553496,0.85639227080599,0.898990285520153,0.848438485892921,0.897704835301013,0.850175369679197,0.904385112483945
"8",11,"Austria","Western Europe",0.939129995387554,0.932422361304604,0.84001339760485,0.639058401544901,0.619265842831263,0.615248655901844,0.705465060591991,0.678844076450795,0.669015278870745
"9",52,"Azerbaijan","Western Asia",0.625955064191626,NA,NA,NA,0.509440795921888,0.508378780027895,0.423862354805415,0.486603719576749,0.464136557384865
"10",12,"Bahamas","Caribbean",NA,NA,NA,NA,0.0968836584888536,NA,0.113278947895273,0.125994399981321,0.212317676847077
"11",16,"Bangladesh","Southern Asia",NA,NA,NA,0.578935925534201,NA,NA,0.714528381019635,NA,NA
"12",14,"Barbados","Caribbean",0.445680644146192,0.42155048864583,0.482024284024687,0.535511260125619,0.575230225004748,0.519695039778597,0.526904434899233,0.572494397923917,0.601151556850367
"13",57,"Belarus","Eastern Europe",0.625955064191626,NA,NA,0.705721602579412,0.700117332139821,0.634138305434415,0.631627550292104,0.643708973025348,0.654802164891977
"14",255,"Belgium","Western Europe",0.618704958865152,0.553448177128981,0.557241871245485,0.551073962546413,0.492294843046291,0.5952684964412,0.594831210505468,0.63303500087084,0.650788494296246
"15",23,"Belize","Central America",NA,0.207783704969822,0.309142113805066,0.305871594650712,0.290867964658853,0.321134674863506,0.375504210740565,0.395830610025695,0.399220698162817
"16",53,"Benin","Western Africa",NA,0.361983752601981,0.469230206248196,0.66492399248395,0.672305097087692,0.605868903904488,0.614016974805933,0.606127645659987,0.618346406656518
"17",17,"Bermuda","Northern America",NA,NA,NA,NA,NA,NA,0.0183169688145218,NA,0.182364531000857
"18",19,"Bolivia (Plurinational State of)","South America",0.294171716750494,0.370756711679372,0.471166084444702,0.438739827580153,0.37152948767123,0.368177664703836,0.311582923294195,0.26419967139338,0.413486145221834
"19",80,"Bosnia and Herzegovina","Southern Europe",0.709114138091748,0.594070168378201,NA,NA,NA,0.784326737715495,0.673537485310819,0.571708105072677,0.566054802883294
"20",20,"Botswana","Southern Africa",NA,0.371327973736261,0.391579623333841,0.263705640903255,0.241656401777823,0.0738827966151363,0.147109764350069,0.12739446281352,0.135102518522446
"21",21,"Brazil","South America",0.450403650798601,0.483760984752729,0.4900127264261,0.381267041607392,0.224881678928879,0.37107187080046,0.282730066974209,0.42435074618026,0.441951713088255
"22",26,"Brunei Darussalam","South-Eastern Asia",NA,NA,NA,NA,NA,0.497214894825158,NA,NA,0.605200390119099
"23",27,"Bulgaria","Eastern Europe",0.511240321597103,0.731002680030026,NA,NA,0.67580189972847,0.716914314451788,0.647344471817941,0.789687801502724,0.930144971522709
"24",233,"Burkina Faso","Western Africa",NA,NA,0.678849700123172,0.608912231631679,0.763300840619198,0.788287564326362,NA,0.748572162129874,0.779365522351713
"25",35,"Cabo Verde","Western Africa",NA,NA,NA,0,0.583305786572917,NA,0.764581628966977,0.700248167570009,0.752535223562564
"26",115,"Cambodia","South-Eastern Asia",NA,NA,NA,NA,0.297040326227644,0.365124412413135,NA,0.582565045509942,0.60113119450357
"27",32,"Cameroon","Middle Africa",0.463510115127692,0.437611490360862,0.65697911603905,0.580758160411839,0.70416328366884,0.7334254530329,0.717105311645648,0.686473993743424,0.654495120090583
"28",33,"Canada","Northern America",0.608341856416762,0.558708405436342,0.521422123473957,0.5379883041768,0.495729507006732,0.458247256623721,0.48318994117119,0.46422056920935,0.50486916201453
"29",37,"Central African Republic","Middle Africa",NA,NA,0.400261152597739,0.50240648480781,0.399517018570298,0.599842655035387,0.678943632218416,0.665055227967649,0.81737482004582
"30",40,"Chile","South America",0.518854249982713,0.57948815804419,0.47243667461529,0.566102489125989,0.475539409424053,0.476723041908896,0.401461499613649,0.555103688339589,0.623165194548391
"31",96,"China, Hong Kong SAR","Eastern Asia",0.643366458967729,0.658935219663209,0.716806469308896,0.745585015907677,0.681213818289844,0.634733799337493,0.635162773040405,0.633447357290227,0.710135510504982
"32",128,"China, Macao SAR","Eastern Asia",0.53359504587191,0.578814846902694,0.575115617315142,0.571434943089423,0.535815730474965,0.555074796250473,0.588166837212595,0.517466936103184,0.641307943910508
"33",41,"China, mainland","Eastern Asia",0.620253689073535,0.565670901852845,0.59907669263658,0.618340875269506,0.676867148349367,0.633334715435588,0.641861185911933,0.546767161173817,0.567933945121197
"34",214,"China, Taiwan Province of","Eastern Asia",0.343734521357084,0.343655206401029,0.319349847061091,0.354348137623462,0.325359357265349,0.390515397815072,0.343285156861145,0.50708272612522,0.628151023287372
